id,description
160,winemaker billy wathen blends 60 merlot and 40 cabernet franc into this blend that s named after the u s geologic survey s name for happy canyon a nose of dried oregano and thyme has a bing cherry backdrop with a palate of green peppers blackberries and tomato leaf 
161,a blend of fruit from three rogue valley sites this is a fine example of the style of pinot made in southern oregon the estate vineyard sits at 2 100 feet on a steep east facing slope with densely planted vines it s a big blocky full bodied wine loaded with flavors of black cherry black coffee and barrel toast tannins are substantial but the flavors are full and forward what it lacks in elegance it makes up for in immediate likeability 
162,dense tarry aromas of asphalt and rubbery boysenberry are hefty but also a bit flat this has a tannic mouthfeel to go with blackberry prune and raisin flavors toast bitter chocolate and full bodied weight push the finish on this oaky ripe rioja drink through 2020 
163,this medium bodied wine shows an array of smoky meaty aromas along with ripe plum and tart blackberry flavors not at all overripe but made with some restraint it allows savory flavors like tarragon and anise to peek through the blend includes 9 cabernet sauvignon 
164,the grape s usual peachy aromas show on this wine from regional pioneer gary eberle along with lemon juice honey and a touch of minerality there is a nice mineral driven tension on the palate with flavors of apple and pear cider it s a solid down the middle take on the grape not too ripe not too thin 
165,tightly focused as is often true of single vineyard bottlings this matches spicy berry fruit to light barrel flavors of milk chocolate it s smooth and accessible but finishes a bit short 
166,crushed plum espresso tobacco and cedar aromas unfold in the glass a blend of 90 merlot and 10 alicante the straightforward palate offers blackberries red currants clove and licorice alongside fine grained tannins 
167,aromas of wild berries violets and a whiff of spice lead the nose on this blend of sangiovese and 15 merlot the savory easygoing palate offers mature black cherry clove and black pepper alongside lithe tannins drink through 2016 
168,structured and firm this is a dry wine with the potential of fine fruit in the future acidity cuts through the texture promising the freshness of black currants and berries it s a perfumed wine that can still age drink from 2016 
169,this has a light yellow color with a touch of green and a subtle smell of crisp green apples flavors that are richer than expected like poached pears butter and fig the texture is rich the body full and the ripe flavors linger on the finish 
170,rhubarb cola and pencil shavings emerge from the glass on this appellation blend from the longtime santa rosa road winery today owned by the terlato family deeply earthy aromas of beet juice root beer and dried berries arise on the palate showing the region s typical blend of soil minerality and dark fruit 
171,dark charred lemony aromas of graphite licorice and blackberry are horsey and baked this blend of 85 cab sauv and 15 cab franc has an intense blocky pinching palate and heavy flavors of black fruits resiny oak spice and salt a woody tannic raw feel to the finish creates a bumpy landing drink through 2021 
172,aromas of leather cherry and plum lead this balanced red from boutari ripe cherry cedar and cinnamon flavors carry the palate with soft tannins giving a sultry feel 
173,made from what californians call the pommard clone this has a light traditional garnet color fresh and lively fruit aromas resemble cranberries and red cherries followed by tangy fruit and cinnamon flavors of medium intensity supported by firm acidity and moderate tannins 
174,this is aged in oak but the vessels are large casks or foudres so the impact isn t that noticeable the wine is meaty and savory on the nose but the palate shows more herb garrigue flavors and superripe cherry fruit drink now 2017 
175,pleasant red fruit aromas of cherry and raspberry are low in octane for toro a fresh but not overly dense palate is lively and vital with wild berry plum and brown sugar flavors a warm heady generous finish is fruity and bright drink through 2018 
